Employee ID,Employee Name,Gender,Age,Department,Job Role,Hire Date,Employment Status,Resignation Date,Education Level,Region,Monthly Salary,Bonus,Performance Score,Overtime Hours,Attendance Rate (%),Years at Company,Job Satisfaction
EMP000035,Employee_35,Female,26,Finance,Financial Analyst,2025-09-16,Resigned,,Bachelor,Surabaya,25353719,4816866,2.84,57,98.47,0.8240930869267625,4
EMP000036,Employee_36,Male,54,Finance,Accountant,2023-09-25,Active,,Bachelor,Bandung,6809904,2898774,4.11,50,80.24,2.8008213552361396,1
EMP000037,Employee_37,Male,49,Logistics,Supply Chain Analyst,2020-12-02,Active,,Diploma,Bandung,21462766,7248097,4.75,36,98.23,5.6125941136208075,1
EMP000038,Employee_38,Male,38,Sales,Sales Executive,2019-12-06,Active,,Diploma,Surabaya,6905628,3557270,4.78,37,80.78,6.6036960985626285,2
EMP000039,Employee_39,Female,40,Finance,Financial Analyst,2025-07-11,Active,,Bachelor,Surabaya,20205317,1169010,4.38,58,84.38,1.0075290896646132,3
EMP000040,Employee_40,Female,45,Marketing,SEO Specialist,2025-09-26,Active,,High School,Yogyakarta,23131977,8320184,3.63,18,76.94,0.7967145790554415,1
EMP000041,Employee_41,Female,32,Operations,Operations Manager,2019-06-07,Resigned,,Diploma,Surabaya,33536488,830047,3.56,7,97.31,7.101984941820671,1
EMP000042,Employee_42,Male,27,Customer Service,Customer Support,2020-05-23,Active,,Diploma,Semarang,27820366,3433170,4.08,58,82.81,6.140999315537303,4
EMP000043,Employee_43,Male,50,Finance,Accountant,2025-07-14,Resigned,2026-07-14,High School,Surabaya,4242776,3731871,3.79,42,78.68,0.999315537303217,4
EMP000044,Employee_44,Female,47,HR,Recruiter,2023-05-01,Resigned,,High School,Bandung,29653938,8064710,3.9,48,92.71,3.2032854209445585,2
EMP000045,Employee_45,Male,38,Logistics,Supply Chain Analyst,2024-07-01,Active,,Bachelor,Semarang,18750586,9682837,4.52,26,96.21,2.0342231348391513,1
EMP000046,Employee_46,Female,23,Finance,Accountant,2018-02-09,Active,,Diploma,Bandung,16221532,5338264,4.89,45,94.6,8.424366872005475,2
EMP000047,Employee_47,Male,49,Operations,Operations Staff,2021-12-11,Active,,Master,Yogyakarta,33212439,5375696,3.43,12,87.56,4.588637919233402,5
EMP000048,Employee_48,Male,25,Marketing,SEO Specialist,2024-03-08,Active,,Bachelor,Semarang,4484050,278501,3.33,47,87.96,2.349075975359343,3
EMP000049,Employee_49,Female,29,IT,Data Analyst,2018-11-20,Active,,Bachelor,Yogyakarta,17802552,5271683,4.62,56,76.97,7.646817248459959,4
EMP000050,Employee_50,Male,35,Operations,Operations Staff,2019-12-02,Active,,Bachelor,Jakarta,4622771,750147,4.62,41,91.76,6.614647501711157,1
EMP000051,Employee_51,Male,42,IT,Data Analyst,2018-02-21,Active,,Bachelor,Bandung,12349058,652261,3.95,38,82.19,8.39151266255989,3
EMP000052,Employee_52,Male,51,HR,Recruiter,2025-02-27,Active,,Diploma,Yogyakarta,27328881,5593311,3.11,34,75.54,1.374401095140315,5
EMP000053,Employee_53,Female,44,Finance,Accountant,2022-10-31,Active,,High School,Yogyakarta,27875687,3547444,2.87,20,89.98,3.701574264202601,1
EMP000054,Employee_54,Male,48,Logistics,Supply Chain Analyst,2020-06-28,Active,,Bachelor,Medan,33011931,7048859,4.47,59,76.23,6.0424366872005475,4
EMP000055,Employee_55,Female,41,Customer Service,Call Center,2023-01-02,Active,,Diploma,Yogyakarta,8533762,3035226,3.41,3,78.57,3.5290896646132786,5
EMP000056,Employee_56,Male,45,Marketing,Marketing Executive,2021-06-16,Active,,Bachelor,Semarang,27286156,3274303,3.17,21,80.71,5.075975359342916,2
EMP000057,Employee_57,Male,31,IT,System Admin,2018-03-06,Active,,High School,Bandung,13159054,3180841,3.25,39,95.19,8.355920602327172,1
EMP000058,Employee_58,Male,50,Operations,Operations Staff,2018-01-29,Active,,High School,Surabaya,14803494,6532311,3.08,14,80.34,8.454483230663929,2
EMP000059,Employee_59,Female,44,Finance,Financial Analyst,2021-01-25,Active,,Diploma,Jakarta,6259702,5409144,3.28,48,91.79,5.464750171115674,5
EMP000060,Employee_60,Female,23,Finance,Accountant,2019-10-03,Active,,Master,Yogyakarta,23873435,6674485,4.53,59,95.31,6.778918548939083,1
EMP000061,Employee_61,Male,48,Operations,Operations Manager,2018-03-09,Active,,High School,Semarang,6250006,5825287,3.25,26,90.79,8.347707049965777,1
EMP000062,Employee_62,Male,58,Sales,Sales Manager,2019-09-24,Active,,Master,Yogyakarta,34206132,594676,2.71,28,79.87,6.803559206023272,4
EMP000063,Employee_63,Male,24,Sales,Sales Executive,2021-01-23,Resigned,,Master,Yogyakarta,23469311,2002537,3.56,4,95.65,5.470225872689938,4
EMP000064,Employee_64,Female,50,Sales,Sales Manager,2018-07-06,Active,,Bachelor,Bandung,19580637,9281662,2.97,0,70.75,8.021902806297057,3
EMP000065,Employee_65,Male,44,Sales,Sales Executive,2022-11-06,Active,,Diploma,Surabaya,18703059,8372872,4.86,18,80.31,3.685147159479808,3
EMP000066,Employee_66,Male,43,Sales,Sales Executive,2018-12-01,Active,,Master,Jakarta,17743861,4853539,4.2,40,78.62,7.616700889801506,2
EMP000067,Employee_67,Male,24,IT,Data Analyst,2022-08-24,Active,,Diploma,Medan,5669052,8724589,3.72,33,75.08,3.887748117727584,1
EMP000068,Employee_68,Male,50,Sales,Sales Executive,2019-08-14,Active,,Bachelor,Medan,6787234,6717431,3.91,11,92.89,6.915811088295688,2
EMP000069,Employee_69,Male,29,Marketing,Marketing Executive,2018-10-20,Resigned,2023-12-04,Master,Jakarta,34229487,708489,4.17,42,80.16,5.122518822724161,4
EMP000070,Employee_70,Female,21,Operations,Operations Manager,2024-07-18,Active,,Bachelor,Surabaya,19650481,2418211,3.1,6,88.78,1.9876796714579055,1
EMP000071,Employee_71,Male,53,Logistics,Supply Chain Analyst,2024-03-10,Active,,High School,Jakarta,21172922,9952659,3.84,55,73.61,2.3436002737850785,4
EMP000072,Employee_72,Female,40,Customer Service,Call Center,2018-10-31,Active,,Bachelor,Medan,34382549,6798294,4.44,17,97.52,7.701574264202601,4
EMP000073,Employee_73,Male,30,HR,Recruiter,2024-09-12,Active,,Master,Medan,27776663,1059555,3.15,17,74.32,1.834360027378508,3
EMP000074,Employee_74,Male,24,HR,Recruiter,2018-05-22,Active,,High School,Semarang,6442575,154885,3.52,14,99.22,8.145106091718,5
EMP000075,Employee_75,Male,40,Sales,Sales Manager,2020-09-21,Active,,High School,Jakarta,16292452,9198105,2.87,45,70.8,5.809719370294319,4
EMP000076,Employee_76,Female,30,Operations,Operations Manager,2019-09-15,Active,,Diploma,Yogyakarta,19271125,1193893,4.07,28,74.92,6.828199863107461,5
EMP000077,Employee_77,Male,50,Sales,Sales Executive,2024-08-14,Resigned,,Bachelor,Yogyakarta,11789277,6595542,4.73,33,72.45,1.9137577002053388,1
EMP000078,Employee_78,Female,26,Logistics,Warehouse Staff,2019-02-09,Active,,High School,Bandung,14936783,175051,3.48,59,96.24,7.425051334702259,2
EMP000079,Employee_79,Female,58,Sales,Sales Executive,2021-08-16,Active,,Master,Yogyakarta,28598815,27802,3.36,43,82.54,4.908966461327857,4
EMP000080,Employee_80,Male,25,Operations,Operations Staff,2024-12-14,Active,,Bachelor,Yogyakarta,25097007,7374074,3.51,41,75.6,1.5797399041752225,4
EMP000081,Employee_81,Female,22,HR,HR Staff,2025-11-28,Active,,Bachelor,Medan,32217499,3222053,4.37,59,79.27,0.6242299794661191,2
EMP000082,Employee_82,Female,32,Operations,Operations Manager,2018-02-12,Resigned,,Diploma,Surabaya,31763270,717840,4.16,24,77.2,8.41615331964408,5
EMP000083,Employee_83,Female,37,Logistics,Warehouse Staff,2023-07-13,Resigned,,Master,Jakarta,32001521,1675303,4.82,20,99.73,3.0034223134839153,1
EMP000084,Employee_84,Male,47,Logistics,Supply Chain Analyst,2021-11-18,Active,,Bachelor,Yogyakarta,22411008,7609504,4.36,24,82.09,4.65160848733744,1
EMP000085,Employee_85,Female,25,Marketing,Marketing Executive,2022-11-02,Active,,Master,Yogyakarta,33828642,7603173,2.94,1,89.02,3.696098562628337,4
EMP000086,Employee_86,Female,54,Logistics,Warehouse Staff,2021-09-28,Active,,Diploma,Jakarta,25228608,8240136,4.67,39,94.47,4.791238877481177,3
EMP000087,Employee_87,Male,40,Sales,Sales Manager,2025-01-30,Active,,High School,Yogyakarta,25446436,2526183,4.19,46,75.99,1.4510609171800137,1
EMP000088,Employee_88,Female,49,HR,HR Staff,2019-10-01,Active,,Bachelor,Yogyakarta,20780699,348183,4.91,39,80.72,6.784394250513347,4
EMP000089,Employee_89,Female,41,Logistics,Warehouse Staff,2020-06-30,Active,,Master,Medan,12950573,1108560,3.39,58,74.31,6.036960985626283,1
EMP000090,Employee_90,Male,54,Logistics,Supply Chain Analyst,2019-12-23,Active,,Bachelor,Surabaya,27381875,7189937,3.29,53,77.55,6.5571526351813825,5
EMP000091,Employee_91,Female,30,Finance,Financial Analyst,2022-04-28,Resigned,,High School,Surabaya,32434166,5251454,4.16,15,99.43,4.210814510609172,1
EMP000092,Employee_92,Female,43,IT,System Admin,2018-07-09,Active,,Bachelor,Surabaya,11785036,5664262,4.06,39,98.41,8.013689253935661,4
EMP000093,Employee_93,Male,57,Finance,Financial Analyst,2024-03-18,Active,,Diploma,Surabaya,19403995,9410354,4.85,56,78.29,2.321697467488022,4
EMP000094,Employee_94,Male,53,Customer Service,Call Center,2024-02-28,Active,,Master,Jakarta,15034857,2680123,2.84,14,96.88,2.3737166324435317,4
EMP000095,Employee_95,Female,49,Customer Service,Call Center,2023-03-31,Active,,Bachelor,Yogyakarta,26038008,8634608,4.66,55,93.83,3.2881587953456535,3
EMP000096,Employee_96,Male,25,Sales,Sales Executive,2018-09-10,Active,,Diploma,Semarang,19278738,9744724,3.24,11,71.43,7.841204654346338,4
EMP000097,Employee_97,Female,21,Logistics,Warehouse Staff,2018-12-19,Active,,Diploma,Jakarta,16608799,1125622,3.92,0,97.54,7.567419575633128,3
EMP000098,Employee_98,Female,55,HR,HR Manager,2023-12-30,Active,,Bachelor,Medan,23101854,2279305,3.83,34,93.5,2.537987679671458,2
EMP000099,Employee_99,Female,31,Marketing,SEO Specialist,2018-07-13,Active,,Bachelor,Yogyakarta,21692138,1376304,4.04,42,94.76,8.002737850787133,4
EMP000100,Employee_100,Female,28,Sales,Sales Executive,2025-01-18,Resigned,2026-07-14,High School,Medan,12627171,1149800,4.26,7,98.37,1.483915126625599,2
EMP000101,Employee_101,Female,45,Operations,Operations Staff,2018-06-19,Active,,Diploma,Medan,34385759,4927409,2.96,33,85.08,8.068446269678303,1
EMP000102,Employee_102,Female,45,Marketing,Marketing Executive,2022-06-26,Active,,Master,Yogyakarta,19611772,5340112,2.67,52,84.64,4.049281314168378,5
EMP000103,Employee_103,Male,35,HR,HR Staff,2024-12-01,Active,,Diploma,Jakarta,21525642,1423813,4.15,44,93.45,1.6153319644079398,5
EMP000104,Employee_104,Female,56,Marketing,SEO Specialist,2023-04-01,Active,,High School,Semarang,31384454,6465391,3.32,59,75.84,3.2854209445585214,1
EMP000105,Employee_105,Male,49,IT,System Admin,2018-05-14,Active,,Diploma,Medan,15211414,5815150,3.74,30,72.42,8.167008898015059,2
EMP000106,Employee_106,Male,57,Logistics,Supply Chain Analyst,2019-12-12,Active,,Master,Surabaya,15279271,9931021,2.65,35,93.44,6.587268993839836,1
EMP000107,Employee_107,Female,51,Customer Service,Call Center,2023-06-20,Active,,High School,Semarang,24748102,3736265,2.7,7,85.29,3.0663928815879533,3
EMP000108,Employee_108,Male,48,Customer Service,Call Center,2025-04-22,Active,,Diploma,Jakarta,12046350,7595071,3.51,32,98.82,1.2265571526351813,5
EMP000109,Employee_109,Female,28,IT,System Admin,2020-04-10,Active,,Bachelor,Bandung,16830185,5395653,2.99,25,86.16,6.2587268993839835,5
EMP000110,Employee_110,Male,31,Customer Service,Call Center,2019-11-26,Active,,Master,Jakarta,8511696,2636682,2.99,24,75.85,6.631074606433949,2
EMP000111,Employee_111,Male,51,Finance,Financial Analyst,2019-05-04,Active,,Bachelor,Medan,23049928,5899556,4.35,29,85.86,7.195071868583162,2
EMP000112,Employee_112,Female,42,HR,Recruiter,2018-07-18,Resigned,,High School,Medan,21488173,2685292,4.79,59,96.68,7.989048596851472,5
EMP000113,Employee_113,Male,53,Logistics,Supply Chain Analyst,2019-04-23,Active,,Diploma,Jakarta,19601893,9969378,3.24,43,94.54,7.225188227241615,3
EMP000114,Employee_114,Male,43,Operations,Operations Staff,2019-12-06,Active,,Diploma,Medan,14924167,5609941,3.73,6,94.74,6.6036960985626285,1
EMP000115,Employee_115,Male,58,Marketing,SEO Specialist,2025-01-04,Active,,Master,Jakarta,15166260,3988653,3.76,51,72.13,1.5222450376454484,5
EMP000116,Employee_116,Male,34,Operations,Operations Manager,2021-08-05,Active,,Bachelor,Surabaya,8722975,1069391,2.57,4,76.24,4.939082819986311,1
EMP000117,Employee_117,Female,31,Sales,Sales Manager,2018-06-08,Resigned,,Master,Jakarta,19319699,6677740,3.74,0,98.01,8.098562628336756,5
EMP000118,Employee_118,Male,28,Finance,Financial Analyst,2021-09-30,Active,,Diploma,Bandung,31017593,1076269,4.97,37,92.28,4.785763175906913,3
EMP000119,Employee_119,Male,35,Customer Service,Customer Support,2025-03-30,Active,,Bachelor,Bandung,27082360,439385,3.45,43,91.06,1.2895277207392197,3
EMP000120,Employee_120,Male,39,Customer Service,Customer Support,2025-08-28,Resigned,,Bachelor,Surabaya,21413234,5300680,3.42,39,98.5,0.8761122518822724,1
EMP000121,Employee_121,Female,53,Operations,Operations Manager,2023-12-10,Active,,Diploma,Yogyakarta,22593448,3085404,3.16,38,98.02,2.5927446954141,5
EMP000122,Employee_122,Female,54,Marketing,Marketing Executive,2019-08-05,Active,,Diploma,Yogyakarta,25968545,6352130,4.8,21,99.84,6.940451745379876,4
EMP000123,Employee_123,Male,29,Logistics,Warehouse Staff,2021-07-15,Active,,High School,Semarang,5853511,2178856,3.18,42,90.54,4.996577686516085,5
EMP000124,Employee_124,Female,22,Finance,Accountant,2018-03-01,Active,,Diploma,Yogyakarta,31384641,5191955,3.57,34,80.47,8.369609856262834,1
EMP000125,Employee_125,Male,41,Finance,Financial Analyst,2022-11-17,Active,,Bachelor,Yogyakarta,30280914,3800574,3.86,3,92.19,3.6550308008213555,2
EMP000126,Employee_126,Female,49,HR,Recruiter,2020-07-04,Active,,Master,Jakarta,34676026,7935988,4.46,8,92.2,6.026009582477755,4
EMP000127,Employee_127,Male,33,IT,Software Engineer,2019-10-01,Active,,High School,Medan,13694486,7257881,2.61,12,84.44,6.784394250513347,5
EMP000128,Employee_128,Female,33,Logistics,Warehouse Staff,2025-12-12,Active,,High School,Jakarta,13887526,8981344,3.83,4,90.11,0.5859000684462696,5
EMP000129,Employee_129,Female,52,IT,System Admin,2025-08-22,Active,,Diploma,Surabaya,20495775,4971516,4.11,53,82.33,0.892539356605065,1
EMP000130,Employee_130,Male,31,Marketing,SEO Specialist,2019-01-28,Active,,Master,Medan,4441620,127132,3.57,22,75.61,7.457905544147844,2
EMP000131,Employee_131,Male,21,IT,Software Engineer,2023-02-27,Active,,Diploma,Semarang,7909519,165871,4.21,7,88.53,3.375770020533881,1
EMP000132,Employee_132,Female,32,IT,Software Engineer,2021-07-23,Active,,Master,Semarang,25794347,8431237,3.89,37,75.72,4.974674880219028,5
EMP000133,Employee_133,Male,48,IT,System Admin,2022-01-24,Active,,Bachelor,Yogyakarta,5314371,8874136,4.09,49,95.78,4.468172484599589,2
EMP000134,Employee_134,Male,30,Sales,Sales Manager,2020-01-06,Active,,High School,Jakarta,6176447,8553862,3.57,37,77.16,6.5188227241615335,2
EMP000135,Employee_135,Male,56,Customer Service,Customer Support,2022-06-25,Active,,High School,Jakarta,23115185,9978630,2.92,25,70.46,4.05201916495551,3
EMP000136,Employee_136,Male,29,Logistics,Supply Chain Analyst,2024-07-06,Active,,Bachelor,Medan,12656617,523875,4.98,28,75.3,2.020533880903491,5
EMP000137,Employee_137,Female,22,Finance,Financial Analyst,2018-12-14,Active,,High School,Jakarta,4632903,4879875,3.41,49,91.79,7.581108829568788,4
EMP000138,Employee_138,Male,23,Sales,Sales Executive,2019-05-17,Active,,Bachelor,Yogyakarta,4025771,8713713,3.52,57,84.52,7.1594798083504445,3
EMP000139,Employee_139,Female,50,HR,Recruiter,2025-09-05,Active,,High School,Jakarta,4123806,6551907,3.7,19,84.46,0.8542094455852156,3
EMP000140,Employee_140,Male,54,Logistics,Warehouse Staff,2019-04-23,Active,,Master,Jakarta,31953748,541889,3.74,27,93.63,7.225188227241615,1
EMP000141,Employee_141,Male,36,Sales,Sales Manager,2024-06-11,Active,,Bachelor,Surabaya,22866009,8801144,3.93,60,92.66,2.088980150581793,5
EMP000142,Employee_142,Female,49,Marketing,Marketing Executive,2024-06-18,Active,,Bachelor,Medan,29575601,3703512,2.66,55,88.26,2.0698151950718686,2
EMP000143,Employee_143,Male,28,HR,HR Manager,2020-02-29,Resigned,,Master,Yogyakarta,14489008,105394,3.68,27,94.78,6.3709787816564,5
EMP000144,Employee_144,Male,23,Finance,Accountant,2022-10-19,Active,,Bachelor,Jakarta,23414816,6647675,3.39,30,74.36,3.7344284736481863,4
EMP000145,Employee_145,Female,42,IT,System Admin,2025-10-07,Active,,Diploma,Semarang,13777214,7655040,4.6,27,85.34,0.7665982203969883,3
EMP000146,Employee_146,Male,28,Marketing,SEO Specialist,2023-11-05,Active,,Master,Surabaya,20382040,6712447,4.66,7,97.09,2.6885694729637235,1
EMP000147,Employee_147,Female,46,Logistics,Supply Chain Analyst,2022-10-13,Active,,Diploma,Yogyakarta,8556143,4661935,3.29,28,95.62,3.7508555783709787,3
EMP000148,Employee_148,Male,40,Finance,Accountant,2023-01-15,Active,,Master,Yogyakarta,16139873,6973974,2.86,21,85.58,3.4934976043805612,1
EMP000149,Employee_149,Male,44,Finance,Accountant,2019-05-19,Active,,Diploma,Jakarta,9274328,9220362,4.71,26,78.27,7.15400410677618,1
EMP000150,Employee_150,Female,50,Customer Service,Call Center,2025-12-30,Active,,Diploma,Bandung,33215353,4615703,3.5,5,99.85,0.5366187542778919,5
EMP000151,Employee_151,Female,48,IT,Data Analyst,2022-07-31,Active,,Master,Medan,21491138,8955620,4.61,43,72.56,3.9534565366187544,5
EMP000152,Employee_152,Female,54,Sales,Sales Manager,2022-03-24,Active,,Master,Semarang,16693188,1167314,3.49,14,82.67,4.306639288158795,3
EMP000153,Employee_153,Male,30,Sales,Sales Manager,2021-01-17,Active,,High School,Yogyakarta,32823158,6862427,4.43,54,84.46,5.486652977412731,4
EMP000154,Employee_154,Female,33,Customer Service,Call Center,2022-08-10,Active,,Diploma,Semarang,28309984,1416129,4.12,4,76.61,3.9260780287474333,4
EMP000155,Employee_155,Male,26,Finance,Financial Analyst,2021-09-19,Resigned,,Master,Medan,6059206,4536900,2.86,32,77.77,4.815879534565366,1
EMP000156,Employee_156,Female,24,Sales,Sales Executive,2020-07-19,Resigned,,High School,Yogyakarta,6452317,2819644,2.93,51,77.29,5.984941820670773,1
EMP000157,Employee_157,Male,45,Operations,Operations Staff,2025-04-04,Active,,Diploma,Medan,32900725,7066089,2.88,50,73.66,1.2758384668035592,2
EMP000158,Employee_158,Male,38,Finance,Accountant,2023-03-27,Active,,Master,Bandung,33377403,2083732,4.17,51,91.46,3.299110198494182,4
EMP000159,Employee_159,Male,24,Marketing,SEO Specialist,2024-04-02,Active,,High School,Jakarta,13119893,2930962,4.24,48,77.72,2.2806297056810405,2
EMP000160,Employee_160,Male,38,Marketing,SEO Specialist,2020-01-14,Active,,Diploma,Semarang,32944324,4013376,3.49,1,97.99,6.496919917864476,3
EMP000161,Employee_161,Male,41,Operations,Financial Analyst,2020-02-23,Active,,Master,Surabaya,29248483,8379602,2.67,39,83.54,6.3874058863791925,1
EMP000162,Employee_162,Female,26,Customer Service,Customer Support,2021-02-03,Active,,High School,Bandung,33941696,6884194,3.74,40,90.99,5.4401095140314855,1
EMP000163,Employee_163,Male,40,Operations,Data Analyst,2021-07-27,Resigned,2025-12-07,Master,Bandung,24593504,6327639,4.82,53,81.06,4.3641341546885695,5
EMP000164,Employee_164,Male,56,Logistics,Supply Chain Analyst,2023-06-21,Active,,Master,Bandung,33349891,8271664,3.88,40,99.4,3.0636550308008212,3
EMP000165,Employee_165,Female,53,Customer Service,Call Center,2024-02-08,Resigned,2025-01-09,Master,Bandung,20761584,5722957,3.67,58,92.27,0.919917864476386,2
EMP000166,Employee_166,Male,22,Sales,Sales Executive,2021-09-10,Active,,High School,Jakarta,29562559,5302382,4.8,6,76.96,4.8405201916495555,5
EMP000167,Employee_167,Male,27,Marketing,Marketing Executive,2024-10-11,Active,,High School,Bandung,5515642,2451662,3.74,52,81.88,1.754962354551677,2
EMP000168,Employee_168,Female,42,Marketing,SEO Specialist,2025-12-24,Active,,Master,Surabaya,16392661,2614435,3.64,49,73.09,0.5530458590006845,3
EMP000169,Employee_169,Female,23,Logistics,Warehouse Staff,2018-01-29,Active,,Diploma,Bandung,34610367,2003280,4.14,23,72.3,8.454483230663929,3
EMP000170,Employee_170,Male,31,Marketing,SEO Specialist,2025-02-02,Active,,Bachelor,Surabaya,29484137,4261705,2.93,55,91.02,1.4428473648186173,1
EMP000171,Employee_171,Female,43,Operations,Operations Manager,2021-05-18,Active,,Bachelor,Surabaya,31897597,7376524,3.83,53,80.24,5.155373032169747,2
EMP000172,Employee_172,Female,43,Operations,Operations Staff,2020-03-31,Active,,Diploma,Bandung,24153274,3192693,2.78,40,92.66,6.286105407255304,4
EMP000173,Employee_173,Male,27,Sales,Sales Manager,2023-09-06,Active,,Bachelor,Medan,10090959,5385108,4.66,43,84.81,2.8528405201916494,1
EMP000174,Employee_174,Female,25,Marketing,Marketing Executive,2024-03-06,Active,,Master,Medan,27616123,6656604,4.12,23,71.01,2.3545516769336072,3
EMP000175,Employee_175,Female,41,IT,Data Analyst,2019-05-17,Active,,Bachelor,Surabaya,27326774,3015252,3.55,39,92.27,7.1594798083504445,4
